#RollName DetId Area x1 y1 z1 x2 y2 z2 x3 y3 z3 x4 y4 z4
W+1_RB1out_S02_Forward 637634713 25791.2 320.514 342.204 263.9 423.514 163.802 263.9 423.514 163.802 389.1 320.514 342.204 389.1 
W+1_RB1in_S03_Backward 637567257 24081.4 263.476 325.553 146.4 85.0743 428.553 146.4 85.0743 428.553 263.3 263.476 325.553 263.3 
W+1_RB1in_S03_Forward 637632793 25791.2 263.476 325.553 263.9 85.0743 428.553 263.9 85.0743 428.553 389.1 263.476 325.553 389.1 
W+1_RB1out_S03_Backward 637569305 24081.4 106.471 456.614 146.4 284.873 353.614 146.4 284.873 353.614 263.3 106.471 456.614 263.3 
W+1_RB1out_S03_Forward 637634841 25791.2 106.471 456.614 263.9 284.873 353.614 263.9 284.873 353.614 389.1 106.471 456.614 389.1 
W+1_RB1in_S04_Backward 637567385 20064.4 65.4 413.675 185.4 -140.6 413.675 185.4 -140.6 413.675 282.8 65.4 413.675 282.8 
W+1_RB1in_S04_Forward 637632921 21774.2 65.4 413.675 283.4 -140.6 413.675 283.4 -140.6 413.675 389.1 65.4 413.675 389.1 
W+1_RB1out_S04_Backward 637569433 20064.4 -136.1 448.675 185.4 69.9 448.675 185.4 69.9 448.675 282.8 -136.1 448.675 282.8 
W+1_RB1out_S04_Forward 637634969 21774.2 -136.1 448.675 283.4 69.9 448.675 283.4 69.9 448.675 389.1 -136.1 448.675 389.1 
W+1_RB1in_S05_Backward 637567513 24081.4 -150.199 390.953 146.4 -328.601 287.953 146.4 -328.601 287.953 263.3 -150.199 390.953 263.3 
W+1_RB1in_S05_Forward 637633049 25791.2 -150.199 390.953 263.9 -328.601 287.953 263.9 -328.601 287.953 389.1 -150.199 390.953 389.1 
W+1_RB1out_S05_Backward 637569561 24081.4 -342.204 320.514 146.4 -163.802 423.514 146.4 -163.802 423.514 263.3 -342.204 320.514 263.3 
W+1_RB1out_S05_Forward 637635097 25791.2 -342.204 320.514 263.9 -163.802 423.514 263.9 -163.802 423.514 389.1 -342.204 320.514 389.1 
W+1_RB1in_S06_Backward 637567641 24081.4 -325.553 263.476 146.4 -428.553 85.0743 146.4 -428.553 85.0743 263.3 -325.553 263.476 263.3 
W+1_RB1in_S06_Forward 637633177 25791.2 -325.553 263.476 263.9 -428.553 85.0743 263.9 -428.553 85.0743 389.1 -325.553 263.476 389.1 
W+1_RB1out_S06_Backward 637569689 24081.4 -456.614 106.471 146.4 -353.614 284.873 146.4 -353.614 284.873 263.3 -456.614 106.471 263.3 
W+1_RB1out_S06_Forward 637635225 25791.2 -456.614 106.471 263.9 -353.614 284.873 263.9 -353.614 284.873 389.1 -456.614 106.471 389.1 
W+1_RB1in_S07_Backward 637567769 24081.4 -413.675 65.4 146.4 -413.675 -140.6 146.4 -413.675 -140.6 263.3 -413.675 65.4 263.3 
W+1_RB1in_S07_Forward 637633305 25791.2 -413.675 65.4 263.9 -413.675 -140.6 263.9 -413.675 -140.6 389.1 -413.675 65.4 389.1 
W+1_RB1out_S07_Backward 637569817 24081.4 -448.675 -136.1 146.4 -448.675 69.9 146.4 -448.675 69.9 263.3 -448.675 -136.1 263.3 
W+1_RB1out_S07_Forward 637635353 25791.2 -448.675 -136.1 263.9 -448.675 69.9 263.9 -448.675 69.9 389.1 -448.675 -136.1 389.1 
W+1_RB1in_S08_Backward 637567897 24081.4 -390.953 -150.199 146.4 -287.953 -328.601 146.4 -287.953 -328.601 263.3 -390.953 -150.199 263.3 
W+1_RB1in_S08_Forward 637633433 25791.2 -390.953 -150.199 263.9 -287.953 -328.601 263.9 -287.953 -328.601 389.1 -390.953 -150.199 389.1 
W+1_RB1out_S08_Backward 637569945 24081.4 -320.514 -342.204 146.4 -423.514 -163.802 146.4 -423.514 -163.802 263.3 -320.514 -342.204 263.3 
W+1_RB1out_S08_Forward 637635481 25791.2 -320.514 -342.204 263.9 -423.514 -163.802 263.9 -423.514 -163.802 389.1 -320.514 -342.204 389.1 
W+1_RB1in_S09_Backward 637568025 24081.4 -263.476 -325.553 146.4 -85.0743 -428.553 146.4 -85.0743 -428.553 263.3 -263.476 -325.553 263.3 
W+1_RB1in_S09_Forward 637633561 25791.2 -263.476 -325.553 263.9 -85.0743 -428.553 263.9 -85.0743 -428.553 389.1 -263.476 -325.553 389.1 
W+1_RB1out_S09_Backward 637570073 24081.4 -106.471 -456.614 146.4 -284.873 -353.614 146.4 -284.873 -353.614 263.3 -106.471 -456.614 263.3 
W+1_RB1out_S09_Forward 637635609 25791.2 -106.471 -456.614 263.9 -284.873 -353.614 263.9 -284.873 -353.614 389.1 -106.471 -456.614 389.1 
W+1_RB1in_S10_Backward 637568153 24081.4 -65.4 -413.675 146.4 140.6 -413.675 146.4 140.6 -413.675 263.3 -65.4 -413.675 263.3 
W+1_RB1in_S10_Forward 637633689 25791.2 -65.4 -413.675 263.9 140.6 -413.675 263.9 140.6 -413.675 389.1 -65.4 -413.675 389.1 
W+1_RB1out_S10_Backward 637570201 24081.4 136.1 -448.675 146.4 -69.9 -448.675 146.4 -69.9 -448.675 263.3 136.1 -448.675 263.3 
W+1_RB1out_S10_Forward 637635737 25791.2 136.1 -448.675 263.9 -69.9 -448.675 263.9 -69.9 -448.675 389.1 136.1 -448.675 389.1 
W+1_RB1in_S11_Backward 637568281 24081.4 150.199 -390.953 146.4 328.601 -287.953 146.4 328.601 -287.953 263.3 150.199 -390.953 263.3 
W+1_RB1in_S11_Forward 637633817 25791.2 150.199 -390.953 263.9 328.601 -287.953 263.9 328.601 -287.953 389.1 150.199 -390.953 389.1 
W+1_RB1out_S11_Backward 637570329 24081.4 342.204 -320.514 146.4 163.802 -423.514 146.4 163.802 -423.514 263.3 342.204 -320.514 263.3 
W+1_RB1out_S11_Forward 637635865 25791.2 342.204 -320.514 263.9 163.802 -423.514 263.9 163.802 -423.514 389.1 342.204 -320.514 389.1 
W+1_RB1in_S12_Backward 637568409 24081.4 325.553 -263.476 146.4 428.553 -85.0743 146.4 428.553 -85.0743 263.3 325.553 -263.476 263.3 
W+1_RB1in_S12_Forward 637633945 25791.2 325.553 -263.476 263.9 428.553 -85.0743 263.9 428.553 -85.0743 389.1 325.553 -263.476 389.1 
W+1_RB1out_S12_Backward 637570457 24081.4 456.614 -106.471 146.4 353.614 -284.873 146.4 353.614 -284.873 263.3 456.614 -106.471 263.3 
W+1_RB1out_S12_Forward 637635993 25791.2 456.614 -106.471 263.9 353.614 -284.873 263.9 353.614 -284.873 389.1 456.614 -106.471 389.1 
W+1_RB2in_S01_Backward 637567033 19071.2 494.975 -142 146.4 494.975 106 146.4 494.975 106 223.3 494.975 -142 223.3 
W+1_RB2in_S01_Middle 637599801 19691.2 494.975 -142 223.9 494.975 106 223.9 494.975 106 303.3 494.975 -142 303.3 
W+1_RB2in_S01_Forward 637632569 21129.6 494.975 -142 303.9 494.975 106 303.9 494.975 106 389.1 494.975 -142 389.1 
W+1_RB2out_S01_Backward 637569081 28991.2 529.975 105.3 146.4 529.975 -142.7 146.4 529.975 -142.7 263.3 529.975 105.3 263.3 
W+1_RB2out_S01_Forward 637634617 31049.6 529.975 105.3 263.9 529.975 -142.7 263.9 529.975 -142.7 389.1 529.975 105.3 389.1 
W+1_RB2in_S02_Backward 637567161 19071.2 499.661 124.512 146.4 375.661 339.286 146.4 375.661 339.286 223.3 499.661 124.512 223.3 
W+1_RB2in_S02_Middle 637599929 19691.2 499.661 124.512 223.9 375.661 339.286 223.9 375.661 339.286 303.3 499.661 124.512 303.3 
W+1_RB2in_S02_Forward 637632697 21129.6 499.661 124.512 303.9 375.661 339.286 303.9 375.661 339.286 389.1 499.661 124.512 389.1 
W+1_RB2out_S02_Backward 637569209 28991.2 406.322 356.18 146.4 530.322 141.406 146.4 530.322 141.406 263.3 406.322 356.18 263.3 
W+1_RB2out_S02_Forward 637634745 31049.6 406.322 356.18 263.9 530.322 141.406 263.9 530.322 141.406 389.1 406.322 356.18 389.1 
W+1_RB2in_S03_Backward 637567289 19071.2 370.463 357.661 146.4 155.689 481.661 146.4 155.689 481.661 223.3 370.463 357.661 223.3 
W+1_RB2in_S03_Middle 637600057 19691.2 370.463 357.661 223.9 155.689 481.661 223.9 155.689 481.661 303.3 370.463 357.661 303.3 
W+1_RB2in_S03_Forward 637632825 21129.6 370.463 357.661 303.9 155.689 481.661 303.9 155.689 481.661 389.1 370.463 357.661 389.1 
W+1_RB2out_S03_Backward 637569337 28991.2 173.795 511.622 146.4 388.569 387.622 146.4 388.569 387.622 263.3 173.795 511.622 263.3 
W+1_RB2out_S03_Forward 637634873 31049.6 173.795 511.622 263.9 388.569 387.622 263.9 388.569 387.622 389.1 173.795 511.622 389.1 
W+1_RB2in_S04_Backward 637567417 14235.2 142 494.975 185.4 -106 494.975 185.4 -106 494.975 242.8 142 494.975 242.8 
W+1_RB2in_S04_Middle 637600185 19691.2 142 494.975 243.4 -106 494.975 243.4 -106 494.975 322.8 142 494.975 322.8 
W+1_RB2in_S04_Forward 637632953 16293.6 142 494.975 323.4 -106 494.975 323.4 -106 494.975 389.1 142 494.975 389.1 
W+1_RB2out_S04_Backward 637569465 24155.2 -105.3 529.975 185.4 142.7 529.975 185.4 142.7 529.975 282.8 -105.3 529.975 282.8 
W+1_RB2out_S04_Forward 637635001 26213.6 -105.3 529.975 283.4 142.7 529.975 283.4 142.7 529.975 389.1 -105.3 529.975 389.1 
W+1_RB2in_S05_Backward 637567545 19071.2 -124.512 499.661 146.4 -339.286 375.661 146.4 -339.286 375.661 223.3 -124.512 499.661 223.3 
W+1_RB2in_S05_Middle 637600313 19691.2 -124.512 499.661 223.9 -339.286 375.661 223.9 -339.286 375.661 303.3 -124.512 499.661 303.3 
W+1_RB2in_S05_Forward 637633081 21129.6 -124.512 499.661 303.9 -339.286 375.661 303.9 -339.286 375.661 389.1 -124.512 499.661 389.1 
W+1_RB2out_S05_Backward 637569593 28991.2 -356.18 406.322 146.4 -141.406 530.322 146.4 -141.406 530.322 263.3 -356.18 406.322 263.3 
W+1_RB2out_S05_Forward 637635129 31049.6 -356.18 406.322 263.9 -141.406 530.322 263.9 -141.406 530.322 389.1 -356.18 406.322 389.1 
W+1_RB2in_S06_Backward 637567673 19071.2 -357.661 370.463 146.4 -481.661 155.689 146.4 -481.661 155.689 223.3 -357.661 370.463 223.3 
W+1_RB2in_S06_Middle 637600441 19691.2 -357.661 370.463 223.9 -481.661 155.689 223.9 -481.661 155.689 303.3 -357.661 370.463 303.3 
W+1_RB2in_S06_Forward 637633209 21129.6 -357.661 370.463 303.9 -481.661 155.689 303.9 -481.661 155.689 389.1 -357.661 370.463 389.1 
W+1_RB2out_S06_Backward 637569721 28991.2 -511.622 173.795 146.4 -387.622 388.569 146.4 -387.622 388.569 263.3 -511.622 173.795 263.3 
W+1_RB2out_S06_Forward 637635257 31049.6 -511.622 173.795 263.9 -387.622 388.569 263.9 -387.622 388.569 389.1 -511.622 173.795 389.1 
W+1_RB2in_S07_Backward 637567801 19071.2 -494.975 142 146.4 -494.975 -106 146.4 -494.975 -106 223.3 -494.975 142 223.3 
W+1_RB2in_S07_Middle 637600569 19691.2 -494.975 142 223.9 -494.975 -106 223.9 -494.975 -106 303.3 -494.975 142 303.3 
W+1_RB2in_S07_Forward 637633337 21129.6 -494.975 142 303.9 -494.975 -106 303.9 -494.975 -106 389.1 -494.975 142 389.1 
W+1_RB2out_S07_Backward 637569849 28991.2 -529.975 -105.3 146.4 -529.975 142.7 146.4 -529.975 142.7 263.3 -529.975 -105.3 263.3 
W+1_RB2out_S07_Forward 637635385 31049.6 -529.975 -105.3 263.9 -529.975 142.7 263.9 -529.975 142.7 389.1 -529.975 -105.3 389.1 
W+1_RB2in_S08_Backward 637567929 19071.2 -499.661 -124.512 146.4 -375.661 -339.286 146.4 -375.661 -339.286 223.3 -499.661 -124.512 223.3 
W+1_RB2in_S08_Middle 637600697 19691.2 -499.661 -124.512 223.9 -375.661 -339.286 223.9 -375.661 -339.286 303.3 -499.661 -124.512 303.3 
W+1_RB2in_S08_Forward 637633465 21129.6 -499.661 -124.512 303.9 -375.661 -339.286 303.9 -375.661 -339.286 389.1 -499.661 -124.512 389.1 
W+1_RB2out_S08_Backward 637569977 28991.2 -406.322 -356.18 146.4 -530.322 -141.406 146.4 -530.322 -141.406 263.3 -406.322 -356.18 263.3 
W+1_RB2out_S08_Forward 637635513 31049.6 -406.322 -356.18 263.9 -530.322 -141.406 263.9 -530.322 -141.406 389.1 -406.322 -356.18 389.1 
W+1_RB2in_S09_Backward 637568057 19071.2 -370.463 -357.661 146.4 -155.689 -481.661 146.4 -155.689 -481.661 223.3 -370.463 -357.661 223.3 
W+1_RB2in_S09_Middle 637600825 19691.2 -370.463 -357.661 223.9 -155.689 -481.661 223.9 -155.689 -481.661 303.3 -370.463 -357.661 303.3 
W+1_RB2in_S09_Forward 637633593 21129.6 -370.463 -357.661 303.9 -155.689 -481.661 303.9 -155.689 -481.661 389.1 -370.463 -357.661 389.1 
W+1_RB2out_S09_Backward 637570105 28991.2 -173.795 -511.622 146.4 -388.569 -387.622 146.4 -388.569 -387.622 263.3 -173.795 -511.622 263.3 
W+1_RB2out_S09_Forward 637635641 31049.6 -173.795 -511.622 263.9 -388.569 -387.622 263.9 -388.569 -387.622 389.1 -173.795 -511.622 389.1 
W+1_RB2in_S10_Backward 637568185 19071.2 -142 -494.975 146.4 106 -494.975 146.4 106 -494.975 223.3 -142 -494.975 223.3 
W+1_RB2in_S10_Middle 637600953 19691.2 -142 -494.975 223.9 106 -494.975 223.9 106 -494.975 303.3 -142 -494.975 303.3 
W+1_RB2in_S10_Forward 637633721 21129.6 -142 -494.975 303.9 106 -494.975 303.9 106 -494.975 389.1 -142 -494.975 389.1 
W+1_RB2out_S10_Backward 637570233 28991.2 105.3 -529.975 146.4 -142.7 -529.975 146.4 -142.7 -529.975 263.3 105.3 -529.975 263.3 
W+1_RB2out_S10_Forward 637635769 31049.6 105.3 -529.975 263.9 -142.7 -529.975 263.9 -142.7 -529.975 389.1 105.3 -529.975 389.1 
W+1_RB2in_S11_Backward 637568313 19071.2 124.512 -499.661 146.4 339.286 -375.661 146.4 339.286 -375.661 223.3 124.512 -499.661 223.3 
W+1_RB2in_S11_Middle 637601081 19691.2 124.512 -499.661 223.9 339.286 -375.661 223.9 339.286 -375.661 303.3 124.512 -499.661 303.3 
W+1_RB2in_S11_Forward 637633849 21129.6 124.512 -499.661 303.9 339.286 -375.661 303.9 339.286 -375.661 389.1 124.512 -499.661 389.1 
W+1_RB2out_S11_Backward 637570361 28991.2 356.18 -406.322 146.4 141.406 -530.322 146.4 141.406 -530.322 263.3 356.18 -406.322 263.3 
W+1_RB2out_S11_Forward 637635897 31049.6 356.18 -406.322 263.9 141.406 -530.322 263.9 141.406 -530.322 389.1 356.18 -406.322 389.1 
W+1_RB2in_S12_Backward 637568441 19071.2 357.661 -370.463 146.4 481.661 -155.689 146.4 481.661 -155.689 223.3 357.661 -370.463 223.3 
W+1_RB2in_S12_Middle 637601209 19691.2 357.661 -370.463 223.9 481.661 -155.689 223.9 481.661 -155.689 303.3 357.661 -370.463 303.3 
W+1_RB2in_S12_Forward 637633977 21129.6 357.661 -370.463 303.9 481.661 -155.689 303.9 481.661 -155.689 389.1 357.661 -370.463 389.1 
W+1_RB2out_S12_Backward 637570489 28991.2 511.622 -173.795 146.4 387.622 -388.569 146.4 387.622 -388.569 263.3 511.622 -173.795 263.3 
W+1_RB2out_S12_Forward 637636025 31049.6 511.622 -173.795 263.9 387.622 -388.569 263.9 387.622 -388.569 389.1 511.622 -173.795 389.1 
W+1_RB3-_S01_Backward 637567065 17301.2 602.15 -130.6 146.4 602.15 17.4 146.4 602.15 17.4 263.3 602.15 -130.6 263.3 
W+1_RB3+_S01_Backward 637571161 17301.2 602.15 19.4 146.4 602.15 167.4 146.4 602.15 167.4 263.3 602.15 19.4 263.3 
W+1_RB3-_S01_Forward 637632601 18529.6 602.15 -130.6 263.9 602.15 17.4 263.9 602.15 17.4 389.1 602.15 -130.6 389.1 
W+1_RB3+_S01_Forward 637636697 18529.6 602.15 19.4 263.9 602.15 167.4 263.9 602.15 167.4 389.1 602.15 19.4 389.1 
W+1_RB3-_S02_Backward 637567193 17301.2 586.777 187.972 146.4 512.777 316.144 146.4 512.777 316.144 263.3 586.777 187.972 263.3 
W+1_RB3+_S02_Backward 637571289 17301.2 511.777 317.876 146.4 437.777 446.048 146.4 437.777 446.048 263.3 511.777 317.876 263.3 
W+1_RB3-_S02_Forward 637632729 18529.6 586.777 187.972 263.9 512.777 316.144 263.9 512.777 316.144 389.1 586.777 187.972 389.1 
W+1_RB3+_S02_Forward 637636825 18529.6 511.777 317.876 263.9 437.777 446.048 263.9 437.777 446.048 389.1 511.777 317.876 389.1 
W+1_RB3-_S03_Backward 637567321 17301.2 414.178 456.177 146.4 286.006 530.177 146.4 286.006 530.177 263.3 414.178 456.177 263.3 
W+1_RB3+_S03_Backward 637571417 17301.2 284.274 531.177 146.4 156.102 605.177 146.4 156.102 605.177 263.3 284.274 531.177 263.3 
W+1_RB3-_S03_Forward 637632857 18529.6 414.178 456.177 263.9 286.006 530.177 263.9 286.006 530.177 389.1 414.178 456.177 389.1 
W+1_RB3+_S03_Forward 637636953 18529.6 284.274 531.177 263.9 156.102 605.177 263.9 156.102 605.177 389.1 284.274 531.177 389.1 
W+1_RB3-_S04_Backward 637567449 14415.2 130.6 602.15 185.4 -17.4 602.15 185.4 -17.4 602.15 282.8 130.6 602.15 282.8 
W+1_RB3+_S04_Backward 637571545 14415.2 -19.4 602.15 185.4 -167.4 602.15 185.4 -167.4 602.15 282.8 -19.4 602.15 282.8 
W+1_RB3-_S04_Forward 637632985 15643.6 130.6 602.15 283.4 -17.4 602.15 283.4 -17.4 602.15 389.1 130.6 602.15 389.1 
W+1_RB3+_S04_Forward 637637081 15643.6 -19.4 602.15 283.4 -167.4 602.15 283.4 -167.4 602.15 389.1 -19.4 602.15 389.1 
W+1_RB3-_S05_Backward 637567577 17301.2 -187.972 586.777 146.4 -316.144 512.777 146.4 -316.144 512.777 263.3 -187.972 586.777 263.3 
W+1_RB3+_S05_Backward 637571673 17301.2 -317.876 511.777 146.4 -446.048 437.777 146.4 -446.048 437.777 263.3 -317.876 511.777 263.3 
W+1_RB3-_S05_Forward 637633113 18529.6 -187.972 586.777 263.9 -316.144 512.777 263.9 -316.144 512.777 389.1 -187.972 586.777 389.1 
W+1_RB3+_S05_Forward 637637209 18529.6 -317.876 511.777 263.9 -446.048 437.777 263.9 -446.048 437.777 389.1 -317.876 511.777 389.1 
W+1_RB3-_S06_Backward 637567705 17301.2 -456.177 414.178 146.4 -530.177 286.006 146.4 -530.177 286.006 263.3 -456.177 414.178 263.3 
W+1_RB3+_S06_Backward 637571801 17301.2 -531.177 284.274 146.4 -605.177 156.102 146.4 -605.177 156.102 263.3 -531.177 284.274 263.3 
W+1_RB3-_S06_Forward 637633241 18529.6 -456.177 414.178 263.9 -530.177 286.006 263.9 -530.177 286.006 389.1 -456.177 414.178 389.1 
W+1_RB3+_S06_Forward 637637337 18529.6 -531.177 284.274 263.9 -605.177 156.102 263.9 -605.177 156.102 389.1 -531.177 284.274 389.1 
W+1_RB3-_S07_Backward 637567833 17301.2 -602.15 130.6 146.4 -602.15 -17.4 146.4 -602.15 -17.4 263.3 -602.15 130.6 263.3 
W+1_RB3+_S07_Backward 637571929 17301.2 -602.15 -19.4 146.4 -602.15 -167.4 146.4 -602.15 -167.4 263.3 -602.15 -19.4 263.3 
W+1_RB3-_S07_Forward 637633369 18529.6 -602.15 130.6 263.9 -602.15 -17.4 263.9 -602.15 -17.4 389.1 -602.15 130.6 389.1 
W+1_RB3+_S07_Forward 637637465 18529.6 -602.15 -19.4 263.9 -602.15 -167.4 263.9 -602.15 -167.4 389.1 -602.15 -19.4 389.1 
W+1_RB3-_S08_Backward 637567961 17301.2 -586.777 -187.972 146.4 -512.777 -316.144 146.4 -512.777 -316.144 263.3 -586.777 -187.972 263.3 
W+1_RB3+_S08_Backward 637572057 17301.2 -511.777 -317.876 146.4 -437.777 -446.048 146.4 -437.777 -446.048 263.3 -511.777 -317.876 263.3 
W+1_RB3-_S08_Forward 637633497 18529.6 -586.777 -187.972 263.9 -512.777 -316.144 263.9 -512.777 -316.144 389.1 -586.777 -187.972 389.1 
W+1_RB3+_S08_Forward 637637593 18529.6 -511.777 -317.876 263.9 -437.777 -446.048 263.9 -437.777 -446.048 389.1 -511.777 -317.876 389.1 
W+1_RB3-_S09_Backward 637568089 17301.2 -414.178 -456.177 146.4 -286.006 -530.177 146.4 -286.006 -530.177 263.3 -414.178 -456.177 263.3 
W+1_RB3+_S09_Backward 637572185 17301.2 -284.274 -531.177 146.4 -156.102 -605.177 146.4 -156.102 -605.177 263.3 -284.274 -531.177 263.3 
W+1_RB3-_S09_Forward 637633625 18529.6 -414.178 -456.177 263.9 -286.006 -530.177 263.9 -286.006 -530.177 389.1 -414.178 -456.177 389.1 
W+1_RB3+_S09_Forward 637637721 18529.6 -284.274 -531.177 263.9 -156.102 -605.177 263.9 -156.102 -605.177 389.1 -284.274 -531.177 389.1 
W+1_RB3-_S10_Backward 637568217 17301.2 -130.6 -602.15 146.4 17.4 -602.15 146.4 17.4 -602.15 263.3 -130.6 -602.15 263.3 
W+1_RB3+_S10_Backward 637572313 17301.2 19.4 -602.15 146.4 167.4 -602.15 146.4 167.4 -602.15 263.3 19.4 -602.15 263.3 
W+1_RB3-_S10_Forward 637633753 18529.6 -130.6 -602.15 263.9 17.4 -602.15 263.9 17.4 -602.15 389.1 -130.6 -602.15 389.1 
W+1_RB3+_S10_Forward 637637849 18529.6 19.4 -602.15 263.9 167.4 -602.15 263.9 167.4 -602.15 389.1 19.4 -602.15 389.1 
W+1_RB3-_S11_Backward 637568345 17301.2 187.972 -586.777 146.4 316.144 -512.777 146.4 316.144 -512.777 263.3 187.972 -586.777 263.3 
W+1_RB3+_S11_Backward 637572441 17301.2 317.876 -511.777 146.4 446.048 -437.777 146.4 446.048 -437.777 263.3 317.876 -511.777 263.3 
W+1_RB3-_S11_Forward 637633881 18529.6 187.972 -586.777 263.9 316.144 -512.777 263.9 316.144 -512.777 389.1 187.972 -586.777 389.1 
W+1_RB3+_S11_Forward 637637977 18529.6 317.876 -511.777 263.9 446.048 -437.777 263.9 446.048 -437.777 389.1 317.876 -511.777 389.1 
W+1_RB3-_S12_Backward 637568473 17301.2 456.177 -414.178 146.4 530.177 -286.006 146.4 530.177 -286.006 263.3 456.177 -414.178 263.3 
W+1_RB3+_S12_Backward 637572569 17301.2 531.177 -284.274 146.4 605.177 -156.102 146.4 605.177 -156.102 263.3 531.177 -284.274 263.3 
W+1_RB3-_S12_Forward 637634009 18529.6 456.177 -414.178 263.9 530.177 -286.006 263.9 530.177 -286.006 389.1 456.177 -414.178 389.1 
W+1_RB3+_S12_Forward 637638105 18529.6 531.177 -284.274 263.9 605.177 -156.102 263.9 605.177 -156.102 389.1 531.177 -284.274 389.1 
W+1_RB4-_S01_Backward 637567097 23146.2 704.55 -290.7 146.4 704.55 -92.7 146.4 704.55 -92.7 263.3 704.55 -290.7 263.3 
W+1_RB4+_S01_Backward 637571193 23146.2 704.55 -90.7 146.4 704.55 107.3 146.4 704.55 107.3 263.3 704.55 -90.7 263.3 
W+1_RB4-_S01_Forward 637632633 24789.6 704.55 -290.7 263.9 704.55 -92.7 263.9 704.55 -92.7 389.1 704.55 -290.7 389.1 
W+1_RB4+_S01_Forward 637636729 24789.6 704.55 -90.7 263.9 704.55 107.3 263.9 704.55 107.3 389.1 704.55 -90.7 389.1 
W+1_RB4-_S02_Backward 637567225 23146.2 755.508 100.521 146.4 656.508 271.994 146.4 656.508 271.994 263.3 755.508 100.521 263.3 
W+1_RB4+_S02_Backward 637571321 23146.2 655.508 273.727 146.4 556.508 445.2 146.4 556.508 445.2 263.3 655.508 273.727 263.3 
W+1_RB4-_S02_Forward 637632761 24789.6 755.508 100.521 263.9 656.508 271.994 263.9 656.508 271.994 389.1 755.508 100.521 389.1 
W+1_RB4+_S02_Forward 637636857 24789.6 655.508 273.727 263.9 556.508 445.2 263.9 556.508 445.2 389.1 655.508 273.727 389.1 
W+1_RB4-_S03_Backward 637567353 23146.2 604.029 464.808 146.4 432.556 563.808 146.4 432.556 563.808 263.3 604.029 464.808 263.3 
W+1_RB4+_S03_Backward 637571449 23146.2 430.823 564.808 146.4 259.35 663.808 146.4 259.35 663.808 263.3 430.823 564.808 263.3 
W+1_RB4-_S03_Forward 637632889 24789.6 604.029 464.808 263.9 432.556 563.808 263.9 432.556 563.808 389.1 604.029 464.808 389.1 
W+1_RB4+_S03_Forward 637636985 24789.6 430.823 564.808 263.9 259.35 663.808 263.9 259.35 663.808 389.1 430.823 564.808 389.1 
W+1_RB4--_S04_Backward 637567481 14220.4 308.75 704.55 185.4 162.75 704.55 185.4 162.75 704.55 282.8 308.75 704.55 282.8 
W+1_RB4-_S04_Backward 637571577 14220.4 158.75 704.55 185.4 12.75 704.55 185.4 12.75 704.55 282.8 158.75 704.55 282.8 
W+1_RB4--_S04_Forward 637633017 15432.2 308.75 704.55 283.4 162.75 704.55 283.4 162.75 704.55 389.1 308.75 704.55 389.1 
W+1_RB4-_S04_Forward 637637113 15432.2 158.75 704.55 283.4 12.75 704.55 283.4 12.75 704.55 389.1 158.75 704.55 389.1 
W+1_RB4+_S04_Backward 637575673 14220.4 -12.75 704.55 185.4 -158.75 704.55 185.4 -158.75 704.55 282.8 -12.75 704.55 282.8 
W+1_RB4++_S04_Backward 637579769 14220.4 -162.75 704.55 185.4 -308.75 704.55 185.4 -308.75 704.55 282.8 -162.75 704.55 282.8 
W+1_RB4+_S04_Forward 637641209 15432.2 -12.75 704.55 283.4 -158.75 704.55 283.4 -158.75 704.55 389.1 -12.75 704.55 389.1 
W+1_RB4++_S04_Forward 637645305 15432.2 -162.75 704.55 283.4 -308.75 704.55 283.4 -308.75 704.55 389.1 -162.75 704.55 389.1 
W+1_RB4-_S05_Backward 637567609 23146.2 -259.35 663.808 146.4 -430.823 564.808 146.4 -430.823 564.808 263.3 -259.35 663.808 263.3 
W+1_RB4+_S05_Backward 637571705 23146.2 -432.556 563.808 146.4 -604.029 464.808 146.4 -604.029 464.808 263.3 -432.556 563.808 263.3 
W+1_RB4-_S05_Forward 637633145 24789.6 -259.35 663.808 263.9 -430.823 564.808 263.9 -430.823 564.808 389.1 -259.35 663.808 389.1 
W+1_RB4+_S05_Forward 637637241 24789.6 -432.556 563.808 263.9 -604.029 464.808 263.9 -604.029 464.808 389.1 -432.556 563.808 389.1 
W+1_RB4-_S06_Backward 637567737 23146.2 -556.508 445.2 146.4 -655.508 273.727 146.4 -655.508 273.727 263.3 -556.508 445.2 263.3 
W+1_RB4+_S06_Backward 637571833 23146.2 -656.508 271.994 146.4 -755.508 100.521 146.4 -755.508 100.521 263.3 -656.508 271.994 263.3 
W+1_RB4-_S06_Forward 637633273 24789.6 -556.508 445.2 263.9 -655.508 273.727 263.9 -655.508 273.727 389.1 -556.508 445.2 389.1 
W+1_RB4+_S06_Forward 637637369 24789.6 -656.508 271.994 263.9 -755.508 100.521 263.9 -755.508 100.521 389.1 -656.508 271.994 389.1 
W+1_RB4-_S07_Backward 637567865 23146.2 -704.55 107.3 146.4 -704.55 -90.7 146.4 -704.55 -90.7 263.3 -704.55 107.3 263.3 
W+1_RB4+_S07_Backward 637571961 23146.2 -704.55 -92.7 146.4 -704.55 -290.7 146.4 -704.55 -290.7 263.3 -704.55 -92.7 263.3 
W+1_RB4-_S07_Forward 637633401 24789.6 -704.55 107.3 263.9 -704.55 -90.7 263.9 -704.55 -90.7 389.1 -704.55 107.3 389.1 
